id_pesme,id_izvodjaca,zanr_pesme,id_slusaoca,trajanje_pesme,ocena_pesme,godina_izdavanja,jezik
8,94,3,1280,2,2,2013,3
489,246,3,2059,1,8,2004,3
89,254,6,2030,6,9,2014,4
482,290,4,59,4,5,2012,6
272,46,8,35,4,1,2006,4
392,50,10,549,5,3,2014,6
427,276,2,76,1,9,2023,3
426,181,8,1827,2,5,2008,1
381,163,10,860,4,1,2015,2
240,292,6,2506,1,6,2001,4
378,21,1,2552,3,10,2009,6
375,201,2,1572,4,5,2008,5
129,218,10,61,1,4,2011,7
65,226,8,260,3,1,2016,3
115,273,2,284,6,3,2023,6
87,32,2,2513,5,2,2023,5
496,96,10,1034,1,10,2014,2
429,171,7,1206,1,5,2016,6
73,145,7,1164,5,5,2016,3
387,208,1,2557,4,2,2005,4
180,259,9,1102,6,4,2004,4
88,180,9,2576,1,8,2021,7
199,288,9,2117,4,4,2023,6
47,237,6,565,5,7,2006,5
273,236,2,533,4,9,2007,1
328,249,3,644,4,4,2002,2
381,265,9,640,2,2,2003,2
256,36,7,1593,2,3,2012,7
287,60,2,1153,5,2,2015,2
59,73,6,950,6,2,2018,1
373,106,9,2486,3,7,2005,4
326,239,1,2691,1,10,2011,7
459,92,10,1662,5,10,2023,4
92,273,2,1098,3,6,2013,1
19,181,7,2270,2,1,2019,2
249,4,7,2218,4,2,2011,6
145,155,6,2786,3,3,2007,7
148,235,8,1106,6,2,2002,2
62,104,5,228,2,6,2021,1
319,131,10,2676,1,4,2008,3
374,17,6,2738,2,8,2020,6
497,121,9,2485,2,8,2021,5
83,209,6,448,5,1,2016,5
2,264,6,2955,4,1,2021,3
28,89,10,2427,1,7,2003,5
119,137,4,1658,2,10,2016,2
247,241,6,2165,3,10,2017,7
407,287,7,2240,6,7,2000,3
313,288,1,2148,5,5,2012,6
414,103,7,2773,2,2,2000,1
104,282,10,2940,6,3,2007,3
122,86,6,1215,6,4,2020,1
68,126,6,1002,6,3,2001,7
480,190,10,1450,4,7,2017,2
45,21,5,292,5,5,2007,7
316,276,5,1191,3,5,2023,2
169,226,6,547,6,7,2011,7
333,174,3,686,5,5,2009,1
418,114,2,2844,6,10,2012,7
195,229,6,1323,4,3,2023,1
102,4,10,2759,6,5,2009,2
73,106,9,478,2,8,2017,7
498,148,4,2411,3,9,2019,1
191,111,6,1784,4,10,2023,4
267,279,8,695,3,9,2016,1
95,184,5,1677,1,8,2011,2
301,298,7,2708,4,10,2022,6
82,229,1,532,6,2,2018,5
495,148,4,1477,5,8,2003,6
381,272,5,322,2,7,2018,1
243,153,1,1871,6,1,2015,6
193,70,1,2841,3,1,2022,7
384,48,3,63,6,7,2000,4
270,36,2,2237,1,2,2001,1
346,179,7,1283,2,3,2011,1
7,247,4,761,4,2,2020,6
1,258,5,2867,6,10,2022,5
166,146,8,2803,1,7,2022,6
65,212,9,1118,1,3,2007,1
31,207,9,257,4,10,2009,2
234,85,8,1819,6,9,2001,5
445,105,2,2468,5,7,2003,5
290,222,9,2540,6,4,2001,2
123,205,7,1667,4,10,2008,1
312,184,3,879,6,9,2000,7
29,99,8,2138,6,6,2023,2
177,17,1,115,5,3,2011,7
126,9,2,924,3,2,2005,2
182,221,2,1563,2,9,2007,3
343,233,3,1429,4,8,2014,6
97,201,2,402,6,10,2012,7
405,54,8,1914,3,2,2014,6
348,261,1,554,1,8,2021,5
308,218,9,1909,5,4,2023,6
268,235,9,106,5,2,2005,2
469,199,4,523,5,6,2014,5
399,58,2,2235,4,3,2010,3
406,19,10,137,6,3,2019,5
303,49,6,2631,2,1,2018,1
418,199,9,1409,3,8,2015,4
350,215,9,636,2,5,2009,6
248,80,4,2913,6,6,2003,1
175,286,7,874,3,8,2002,6
182,172,1,837,6,4,2019,7
184,82,9,2939,1,1,2003,5
215,193,1,1670,1,10,2006,3
154,116,5,681,1,6,2010,4
66,118,5,2767,5,4,2004,3
97,109,9,906,3,6,2021,7
431,295,10,595,5,1,2022,1
45,190,4,1945,6,6,2015,7
352,259,10,1130,6,4,2002,1
138,58,3,2007,2,9,2012,2
299,247,6,2112,1,9,2010,5
375,84,6,53,3,2,2010,7
468,136,7,2961,2,2,2005,2
256,285,3,1075,3,1,2013,3
55,238,9,77,2,2,2019,3
269,9,8,1916,6,5,2017,5
91,246,2,2546,1,7,2002,7
34,131,2,1138,4,4,2002,3
96,213,10,1761,6,10,2005,3
404,163,7,2478,5,6,2002,2
114,147,2,2816,3,7,2010,1
257,48,2,1504,4,4,2014,4
386,108,1,933,3,8,2004,3
480,78,3,1696,6,7,2009,7
44,290,1,10,4,6,2004,7
148,37,8,612,6,1,2016,7
20,129,2,348,3,6,2017,3
223,49,3,630,3,2,2016,5
261,119,6,2612,1,8,2006,2
158,290,10,1458,4,10,2014,6
69,255,10,1330,2,2,2002,5
3,64,3,2451,5,3,2021,6
90,108,3,744,3,3,2010,6
251,299,8,783,5,10,2004,4
279,93,4,1895,6,2,2006,4
61,254,10,1977,2,2,2011,7
86,44,5,2805,5,6,2002,4
480,24,6,302,1,5,2009,3
297,249,8,539,1,3,2004,7
257,191,4,1756,3,9,2020,7
17,165,4,2204,4,6,2005,2
36,21,6,1187,4,2,2014,6
284,43,5,2057,1,1,2003,3
4,281,7,2064,5,10,2000,6
453,133,8,2939,5,3,2011,4
27,202,6,1373,4,1,2009,2
131,108,4,2924,4,8,2017,7
14,180,5,396,6,1,2004,1
298,112,8,2052,2,10,2014,3
5,160,6,2651,6,1,2006,6
397,222,7,1070,5,5,2018,4
144,174,9,1313,1,2,2005,5
189,189,6,539,4,4,2016,6
148,285,8,625,4,10,2000,7
58,244,4,1236,3,7,2009,3
240,184,4,2922,3,5,2017,1
469,116,5,144,5,3,2015,7
190,44,1,940,6,8,2019,2
421,284,3,938,3,1,2009,3
500,169,2,2426,1,5,2005,1
270,296,2,2595,4,8,2011,4
158,59,4,327,2,2,2004,2
382,198,3,1277,1,9,2003,7
355,58,10,717,4,2,2021,5
38,79,9,2671,1,7,2014,4
500,266,6,60,6,1,2002,6
443,252,6,1039,6,3,2003,7
425,263,1,2337,4,10,2021,2
362,277,9,2319,1,9,2022,2
92,123,10,2753,3,1,2020,3
58,278,1,97,3,3,2003,3
43,219,1,720,2,4,2023,2
105,227,4,1898,4,6,2021,2
82,147,8,1594,3,8,2021,2
413,59,7,1005,3,3,2019,3
145,11,5,1420,4,5,2014,7
41,13,6,1326,5,7,2017,6
384,50,4,1042,1,5,2000,6
316,64,4,1132,1,6,2003,2
183,224,8,1692,1,4,2002,5
320,155,10,882,5,5,2010,4
357,119,8,1988,5,6,2001,3
134,111,6,1952,3,6,2006,2
308,43,2,1546,1,9,2020,5
284,55,1,1291,4,5,2002,1
11,245,7,2656,1,7,2005,5
428,41,8,994,4,1,2014,4
479,129,2,963,4,4,2008,6
87,23,1,729,1,1,2009,7
90,283,10,2653,4,5,2010,1
402,148,7,729,6,2,2015,2
99,145,5,1532,3,6,2005,5
65,87,7,2527,3,9,2009,7
428,267,1,1724,6,6,2008,6
87,191,1,226,5,3,2017,6
384,229,3,1315,5,6,2009,4
330,280,6,2279,1,8,2008,4
366,225,2,2477,4,7,2022,4
64,186,6,1478,5,2,2010,3
39,167,10,1210,5,7,2009,2
136,129,2,2030,6,3,2005,4
301,144,4,8,4,1,2012,4
453,207,10,1814,4,6,2000,3
281,35,3,2241,5,9,2001,6
343,226,10,2343,2,1,2008,4
327,146,1,2759,2,1,2001,4
129,226,4,2452,3,1,2010,1
292,280,5,2647,3,6,2003,4
144,300,2,201,1,4,2016,5
140,203,1,1959,5,7,2011,4
68,93,3,1403,2,7,2013,5
446,155,3,524,6,2,2012,7
25,291,1,1260,2,5,2006,5
208,96,10,1759,1,6,2020,1
262,40,2,1839,2,9,2023,2
185,4,9,109,1,7,2012,1
214,247,5,278,2,7,2008,4
431,263,2,2524,3,8,2013,4
168,88,2,856,2,10,2011,3
158,27,1,2206,3,2,2020,6
133,232,8,2440,5,1,2001,6
52,287,2,2883,1,7,2016,7
175,229,9,2126,3,3,2023,4
290,72,10,2662,6,3,2022,6
347,109,6,1515,6,9,2008,1
475,132,10,1077,6,1,2000,1
325,242,7,1112,1,7,2015,6
119,210,5,1317,3,6,2012,6
71,88,4,2432,5,1,2004,1
201,278,5,594,5,8,2008,4
236,7,4,1752,1,4,2018,5
24,227,2,1008,1,3,2005,5
73,143,2,2485,6,7,2017,1
494,87,6,1874,1,2,2011,7
137,70,2,816,4,2,2004,7
407,224,3,2316,1,8,2005,1
28,30,1,164,3,10,2017,5
316,131,9,1186,6,9,2000,6
198,211,10,722,3,7,2010,7
276,273,6,2272,5,1,2000,4
226,127,7,1402,2,7,2009,6
315,258,10,1699,2,8,2021,7
54,59,2,290,5,1,2003,6
110,211,7,935,3,5,2003,7
231,270,6,635,6,1,2019,5
306,74,5,832,6,5,2018,1
393,298,7,1042,6,5,2011,4
446,183,4,1239,3,4,2013,2
82,196,7,1089,1,9,2006,7
346,160,9,2633,5,1,2015,6
18,239,6,606,1,10,2001,7
101,163,2,1510,1,9,2007,5
384,169,5,1494,6,7,2011,6
78,68,4,1805,4,9,2018,1
165,119,6,2926,5,5,2016,3
474,273,5,1319,2,7,2001,6
334,165,10,95,4,3,2015,1
492,154,9,639,1,6,2011,4
303,289,9,1533,1,3,2011,1
129,63,6,2901,5,8,2016,3
113,184,8,2095,6,4,2009,1
3,263,8,702,4,4,2004,6
228,123,6,75,1,8,2014,7
299,116,10,921,5,5,2002,1
471,174,5,106,4,6,2010,7
40,50,10,1060,1,2,2018,4
448,216,8,1468,4,3,2021,2
438,99,5,1844,5,6,2013,2
400,60,3,1917,2,8,2011,2
58,236,3,1279,1,9,2019,1
116,94,6,2251,6,3,2006,5
233,269,9,175,1,3,2013,4
111,230,5,569,3,9,2016,4
211,197,1,37,4,8,2015,4
405,50,6,268,4,1,2007,1
479,109,9,937,6,4,2021,2
287,215,8,2201,2,5,2006,4
486,237,6,2981,4,5,2020,7
116,2,5,2615,4,3,2013,4
117,187,2,1333,5,5,2008,1
484,213,1,2140,2,4,2007,7
337,26,4,2658,3,10,2005,4
422,163,2,553,2,1,2020,5
341,87,3,1157,2,5,2022,4
74,277,3,2233,4,7,2004,5
268,242,1,2613,4,3,2022,7
40,294,8,1553,6,4,2002,5
172,277,8,194,2,8,2010,4
138,201,10,169,1,4,2012,4
478,25,9,2559,1,7,2015,5
130,288,3,998,6,9,2018,2
175,232,9,596,4,2,2016,7
31,4,9,2449,6,4,2005,5
231,151,5,43,2,8,2003,1
255,160,8,109,6,9,2009,3
336,300,9,1504,6,10,2007,4
12,170,8,787,3,3,2002,1
185,56,8,1523,3,4,2002,3
105,236,4,2795,4,5,2011,2
241,85,9,93,1,8,2014,4
426,71,4,1990,4,1,2023,1
128,180,7,732,2,5,2013,5
357,193,10,2343,1,4,2001,1
14,106,10,307,1,5,2007,3
452,191,8,428,2,8,2016,1
215,253,3,1516,2,8,2007,4
487,28,1,2872,5,6,2002,4
170,242,3,2860,3,10,2018,2
120,268,10,633,6,6,2015,6
260,100,8,361,6,6,2011,1
154,165,1,296,4,1,2005,3
258,117,3,506,3,3,2006,2
401,95,10,1719,1,2,2010,5
18,90,1,1952,1,2,2011,7
498,145,4,114,3,10,2021,6
431,251,8,1317,1,10,2023,7
283,194,4,2268,1,4,2009,7
491,52,1,1903,1,4,2006,6
67,67,8,1369,4,10,2002,6
466,252,4,1534,3,7,2016,6
315,1,2,1283,2,6,2018,2
275,230,6,1144,4,1,2010,4
75,177,5,1297,4,5,2020,7
444,154,8,1533,1,1,2021,2
496,93,4,1340,4,2,2021,6
185,124,4,358,4,7,2023,5
271,37,6,1589,2,5,2013,3
345,288,3,1157,2,9,2023,3
355,127,10,1026,1,2,2017,4
192,205,7,1270,3,10,2001,7
411,33,4,2965,6,6,2017,6
173,133,9,5,1,8,2020,1
304,219,5,1696,3,8,2020,3
107,258,7,747,4,2,2018,6
400,113,4,2295,4,9,2015,2
291,262,3,1364,5,7,2004,5
176,147,5,314,6,5,2014,4
373,155,6,2144,5,10,2010,3
145,177,2,2235,5,9,2014,5
87,112,5,1807,3,2,2020,2
329,257,6,2037,4,4,2023,2
215,274,4,1323,3,3,2010,1
146,111,4,979,5,6,2000,6
256,15,2,529,2,8,2004,6
174,47,10,135,2,7,2023,2
78,243,2,774,4,2,2015,1
414,25,4,463,6,8,2001,1
43,254,6,2252,2,5,2000,3
452,74,2,1882,3,9,2022,6
70,102,8,1749,5,10,2021,6
234,237,10,2061,3,3,2022,5
254,30,4,1156,4,10,2014,2
180,201,9,2448,6,3,2018,6
192,51,4,408,4,10,2019,2
131,82,5,1891,3,5,2007,2
26,192,5,350,3,7,2010,1
2,255,9,316,5,5,2005,2
203,166,5,2220,2,6,2005,2
151,100,3,77,5,2,2018,3
187,94,7,1825,5,2,2016,3
269,134,2,2457,5,9,2003,3
482,68,1,2266,1,8,2018,6
139,58,7,1060,4,9,2001,7
152,236,2,1311,4,8,2014,5
2,239,6,30,5,4,2019,4
291,105,7,2554,4,8,2001,7
381,27,6,1707,5,9,2018,4
268,292,6,2992,4,2,2014,1
308,256,4,14,3,3,2004,1
89,202,9,418,1,8,2016,1
151,169,2,985,3,7,2011,6
61,281,7,1250,2,5,2007,2
472,294,9,1927,5,2,2015,5
414,41,6,469,5,7,2020,3
378,85,1,118,6,10,2018,3
254,225,2,230,3,8,2002,7
454,62,10,728,4,9,2000,5
30,257,2,1402,2,1,2010,6
241,131,4,2773,6,4,2018,3
349,281,3,2651,5,10,2006,3
129,2,1,1390,2,10,2004,1
201,164,8,2183,3,9,2010,3
77,267,4,2672,4,5,2004,6
381,210,10,1435,6,9,2011,6
354,172,2,2340,4,2,2004,7
83,124,4,36,5,8,2002,3
456,270,10,2124,1,6,2019,1
386,113,1,2019,4,4,2020,7
63,138,2,2196,3,10,2003,7
168,274,10,822,1,6,2013,4
227,230,4,573,1,8,2009,2
447,233,8,424,1,2,2008,4
451,83,8,1194,4,3,2022,5
23,67,10,2317,1,4,2021,3
401,34,2,2550,5,4,2018,5
484,221,9,1017,2,9,2021,7
403,255,10,2719,5,8,2000,2
458,148,8,1125,5,4,2000,2
99,257,6,1743,1,10,2013,6
175,245,7,1945,5,4,2005,4
326,247,7,1648,6,8,2008,7
231,229,7,1448,1,10,2013,6
378,300,7,2539,5,9,2007,2
424,231,10,1910,6,3,2012,1
479,79,4,997,4,8,2001,4
291,228,7,2512,4,2,2012,6
257,209,9,2413,1,10,2006,6
369,260,10,2764,2,6,2002,1
229,124,3,1842,3,7,2015,1
420,127,4,2118,6,3,2021,5
71,170,1,2138,4,7,2015,1
304,285,9,1669,5,8,2005,3
340,238,2,394,6,1,2022,2
164,101,9,1216,6,3,2014,5
268,278,4,1821,2,2,2020,5
431,80,10,604,4,1,2003,2
440,135,6,1821,6,3,2006,3
306,58,1,976,6,8,2019,6
160,262,10,254,6,1,2006,5
326,5,8,1224,3,4,2012,7
398,169,9,562,2,10,2011,2
266,58,5,1210,3,10,2003,1
397,41,7,2830,2,7,2002,5
145,74,8,137,5,6,2000,6
93,250,10,1857,5,6,2019,6
289,43,4,893,3,3,2003,6
351,22,4,2114,5,9,2010,7
144,122,1,1038,3,9,2001,2
296,164,4,1382,1,8,2006,2
498,90,3,869,6,10,2009,2
81,132,2,818,5,1,2010,7
435,271,5,1661,3,5,2016,4
140,24,5,1857,2,10,2007,6
261,198,1,1889,6,3,2004,4
414,270,1,913,5,9,2008,3
495,292,7,223,3,6,2021,3
329,158,1,564,6,9,2002,5
52,195,1,52,2,4,2001,5
34,192,9,1755,2,6,2003,4
35,156,10,2508,5,1,2010,5
328,272,9,1138,3,7,2001,1
409,4,7,405,3,4,2019,4
359,162,3,2186,3,5,2005,2
89,236,7,402,2,4,2017,4
169,163,1,427,4,1,2021,4
193,126,3,2184,5,1,2022,7
339,250,1,364,2,7,2023,1
99,162,3,2846,4,8,2012,2
20,22,5,285,5,10,2019,6
118,269,7,1170,6,8,2002,5
48,193,2,1665,3,4,2004,5
397,61,8,26,1,5,2013,4
174,299,3,617,2,10,2014,5
86,67,4,1864,5,5,2003,5
370,130,10,1418,4,4,2001,4
469,229,5,422,5,10,2013,1
9,53,7,71,1,3,2015,2
149,19,2,1477,6,8,2021,4
38,253,6,401,3,6,2012,5
441,203,4,828,6,4,2011,1
297,100,10,2573,1,6,2008,7
210,159,5,218,5,10,2003,6
465,86,9,2202,6,5,2015,3
184,70,9,825,1,5,2010,2
365,233,1,793,5,9,2006,2
253,164,7,858,4,2,2013,4
282,273,5,978,4,4,2001,1
140,114,1,2727,6,8,2021,3
472,138,2,2456,2,6,2018,2
271,50,10,978,6,7,2001,6
425,299,3,797,2,1,2009,2
357,29,2,844,6,7,2002,2
122,95,2,366,3,2,2020,6
154,69,10,2472,2,9,2001,4
23,270,1,493,6,2,2005,5
233,61,7,2377,1,10,2017,6
492,286,4,1048,5,3,2001,2
203,219,4,31,6,3,2019,3
349,214,5,2860,5,10,2017,7
268,24,4,1572,1,10,2003,6
260,63,5,1531,2,10,2014,1
91,14,6,858,5,6,2022,6
293,182,4,1302,2,4,2021,6
410,68,7,2885,5,8,2023,1
388,217,6,2506,2,2,2001,3
400,235,10,188,4,6,2021,4
240,43,6,2144,2,5,2004,2
117,1,3,2244,4,7,2007,7
432,18,6,2539,2,10,2006,1
424,58,5,2117,2,3,2016,5
294,290,9,1060,5,5,2010,1
87,69,7,399,2,4,2011,7
183,160,1,1542,1,1,2008,3
278,106,1,754,2,9,2019,3
297,283,8,751,4,8,2022,6
198,55,3,1920,1,4,2007,2
276,48,1,1196,1,6,2017,2
95,165,4,1139,5,10,2007,4
184,65,10,1994,6,8,2005,3
91,264,7,2139,6,4,2007,1
259,119,8,1628,5,3,2011,5
168,90,8,1650,2,5,2012,2
231,17,4,164,3,9,2011,4
271,300,9,1073,1,4,2012,7
392,34,2,2078,2,6,2018,7
451,269,8,2744,5,10,2008,7
138,136,3,52,1,7,2019,7
17,266,2,2111,3,10,2006,3
295,219,4,1883,3,1,2010,7
484,95,7,2530,6,7,2007,5
208,175,10,1338,1,4,2013,6
91,294,6,389,3,7,2007,5
103,73,2,2424,5,2,2001,3
123,201,9,1147,1,9,2021,4
126,83,7,2773,1,3,2006,3
37,160,5,2232,1,8,2016,1
312,37,8,2472,6,10,2008,6
233,52,2,2678,3,4,2011,4
469,277,9,1659,3,8,2015,5
270,114,2,1032,1,5,2014,5
323,197,7,1702,5,7,2011,7
358,245,2,2436,6,3,2003,6
291,172,5,57,1,8,2014,3
299,218,6,1492,1,5,2000,1
275,274,6,2908,3,7,2022,2
334,61,5,2889,1,2,2004,2
186,260,1,1242,3,8,2020,4
368,56,6,2539,2,2,2015,1
13,152,4,327,3,1,2023,5
45,221,5,2393,3,5,2003,3
150,25,2,2882,5,5,2009,3
394,21,1,716,1,4,2005,7
56,279,8,719,5,2,2023,6
392,124,3,2277,6,10,2000,7
354,113,10,2462,5,10,2007,4
122,19,2,1108,4,6,2008,1
90,92,1,5,6,10,2009,7
224,229,9,1739,6,5,2006,6
78,162,8,358,6,9,2008,3
115,39,10,1776,4,5,2001,2
104,97,2,1951,1,7,2009,3
61,194,9,193,6,5,2022,1
113,50,9,1694,4,6,2000,1
463,113,3,2926,2,10,2015,4
181,235,1,1054,3,1,2007,5
83,226,7,2313,2,1,2010,1
403,131,1,64,2,5,2020,7
386,165,9,2972,5,6,2006,6
198,126,10,1945,6,2,2008,2
382,194,7,1641,3,2,2017,3
280,32,3,2757,1,4,2023,2
2,254,7,74,5,8,2022,7
3,32,1,1841,3,7,2021,6
372,74,9,393,4,9,2017,2
176,108,1,1647,4,8,2004,3
367,122,5,2428,2,1,2001,3
314,139,9,2227,5,3,2005,6
39,171,9,211,3,4,2014,7
419,105,10,1365,3,2,2013,7
371,252,7,2486,1,8,2004,1
437,190,2,289,2,7,2014,6
354,52,8,2145,6,10,2005,7
296,204,10,1130,2,6,2008,7
69,4,6,371,1,4,2006,7
444,77,1,182,2,4,2021,3
242,57,8,492,4,3,2011,1
263,261,4,785,6,6,2020,6
258,49,8,2650,6,1,2021,6
37,235,9,2854,5,10,2016,4
91,118,8,2960,6,7,2007,5
250,195,6,1378,3,9,2014,4
8,13,2,2211,4,2,2022,3
264,15,4,2597,5,5,2016,4
53,222,1,2171,5,1,2006,1
42,135,8,401,6,8,2005,1
397,252,8,412,4,6,2012,5
295,50,7,1678,6,3,2006,3
305,159,1,294,1,7,2002,3
337,192,10,673,3,8,2019,3
274,69,10,1033,3,10,2006,6
134,163,6,878,1,4,2004,2
350,208,8,429,6,2,2022,6
236,165,7,2462,5,2,2012,4
155,240,10,2244,2,1,2010,6
226,299,2,2168,6,6,2023,5
107,26,8,2402,4,6,2004,4
388,256,6,30,4,8,2023,1
332,274,3,1224,5,2,2002,6
373,254,4,212,1,8,2001,1
233,148,9,697,1,4,2002,2
382,147,5,2445,3,2,2003,2
383,279,3,2115,6,7,2014,4
290,131,9,2435,4,4,2000,7
60,293,7,2167,2,10,2016,5
165,51,4,1284,5,6,2000,2
440,176,5,2183,2,3,2014,1
451,177,8,573,2,1,2008,5
228,96,3,2007,4,5,2008,7
398,117,10,2490,6,5,2020,2
42,279,8,2983,4,2,2004,3
279,281,9,1896,3,5,2014,3
25,82,4,2810,2,3,2016,2
157,98,7,1648,6,1,2023,2
227,32,1,696,2,10,2020,5
345,143,3,329,5,4,2009,2
97,192,2,2491,2,8,2016,1
148,196,2,1499,2,9,2010,2
142,178,8,16,1,6,2005,6
448,41,8,734,5,6,2005,7
470,120,7,2791,6,5,2008,5
475,186,6,399,4,1,2010,4
322,125,10,2250,3,7,2013,4
265,183,9,1428,3,5,2006,4
233,150,2,1169,5,10,2023,6
264,20,9,65,2,7,2010,3
197,45,2,2253,3,8,2021,3
72,90,6,1196,5,7,2002,3
69,90,1,2517,3,2,2020,2
285,177,10,454,4,5,2009,7
132,195,5,1421,6,9,2010,4
485,150,5,2177,2,2,2016,2
186,205,5,2836,6,5,2000,4
284,168,1,2044,6,1,2012,4
449,290,8,1448,5,7,2004,6
414,88,5,2788,3,5,2003,5
30,27,1,2034,6,9,2009,4
352,253,6,138,6,5,2015,5
19,163,3,2,5,10,2016,5
378,248,6,463,3,1,2001,4
54,185,10,1930,3,10,2023,2
391,204,10,177,2,4,2014,2
58,15,1,2235,3,6,2019,4
49,83,6,2587,2,3,2021,4
385,115,4,778,6,1,2004,7
48,152,9,2488,2,4,2013,3
251,274,5,1923,2,5,2004,1
370,91,8,1740,6,7,2003,2
360,9,6,1139,5,1,2003,6
233,251,5,1284,4,9,2013,6
344,52,5,1825,5,10,2011,7
382,231,8,1711,4,8,2020,2
357,38,8,1503,2,4,2018,2
163,231,1,2453,4,3,2007,5
261,243,10,425,2,10,2016,1
292,86,3,266,4,2,2000,5
10,94,10,955,6,7,2010,2
332,207,1,956,6,2,2023,5
274,264,9,2107,4,5,2012,2
236,292,7,2988,1,6,2021,7
79,79,3,2123,3,6,2018,6
402,231,5,1483,2,5,2022,2
299,132,1,780,6,8,2020,1
201,243,7,1394,4,7,2010,2
350,169,6,363,3,3,2002,4
11,138,2,2045,5,9,2014,1
186,9,6,2126,1,4,2021,4
460,257,3,2659,1,6,2004,2
216,246,3,2924,5,8,2018,2
212,282,5,2190,1,1,2005,7
393,89,3,1786,5,2,2005,1
52,65,9,720,3,8,2018,5
45,98,2,924,2,3,2001,5
487,123,6,2034,1,2,2005,1
35,21,1,750,2,6,2014,2
363,85,1,253,3,5,2023,7
291,16,9,2821,4,6,2002,6
10,20,5,1766,3,3,2012,2
244,4,6,873,5,5,2011,1
194,132,6,1116,1,8,2011,6
153,111,4,149,5,9,2005,5
96,6,10,54,2,6,2013,3
474,253,7,2976,1,7,2017,2
238,130,2,2085,2,8,2016,2
148,98,3,2875,4,6,2004,1
69,50,3,2773,4,8,2017,7
56,43,2,2991,4,3,2004,2
312,23,9,1448,5,10,2011,7
339,27,8,523,3,2,2002,6
257,17,5,1441,3,5,2021,1
234,285,8,2208,1,6,2012,7
369,220,3,1732,5,9,2004,2
199,123,3,384,5,10,2015,7
70,39,8,1313,1,3,2007,5
183,94,9,2606,5,10,2010,5
279,239,4,2102,5,10,2015,3
346,220,9,1561,4,8,2020,3
227,7,5,290,6,1,2005,6
110,145,10,942,4,6,2023,5
331,226,5,987,1,1,2014,4
411,71,7,2059,3,1,2023,5
177,182,3,1559,4,10,2020,5
432,225,5,535,1,2,2006,5
469,159,7,1072,2,1,2000,5
283,148,6,1837,6,9,2014,1
303,245,1,114,5,5,2011,7
460,8,5,266,5,4,2012,6
393,112,10,1381,6,8,2008,6
452,90,3,159,3,3,2016,3
326,33,4,1289,4,9,2008,5
497,181,8,2825,6,5,2018,5
62,239,2,2327,1,6,2006,3
178,169,4,1275,1,5,2017,4
328,136,3,2821,5,6,2010,7
94,142,2,1193,5,5,2009,4
344,149,10,89,4,5,2004,1
333,60,1,593,3,1,2013,6
45,79,6,2734,4,2,2005,2
485,280,6,2816,5,8,2016,4
213,53,1,1259,6,10,2005,1
185,72,4,2612,5,9,2010,4
216,44,5,2103,6,8,2001,6
400,23,10,1469,1,8,2010,4
139,24,4,2768,2,5,2000,7
162,162,2,795,1,6,2014,4
216,247,2,1428,5,10,2006,4
455,226,5,120,6,9,2011,1
13,263,8,1709,5,5,2015,5
47,23,9,1664,4,5,2007,1
407,292,7,2661,5,5,2018,1
270,268,3,1727,2,4,2013,2
186,180,6,1706,3,8,2007,2
371,230,10,715,2,10,2018,6
56,216,5,954,1,9,2018,5
160,218,9,1640,6,6,2009,6
64,80,2,1704,6,8,2002,2
249,113,9,2161,1,6,2008,3
372,25,8,2159,5,7,2000,1
387,126,8,250,4,7,2016,7
278,261,9,1589,2,5,2013,6
412,113,5,383,2,6,2003,2
188,77,2,1535,6,2,2021,4
60,89,5,213,5,5,2008,4
129,2,3,250,6,3,2005,1
213,19,8,1762,2,5,2008,2
13,191,7,2010,5,6,2007,7
200,200,1,1396,4,1,2008,2
340,204,1,312,6,3,2010,2
186,3,9,611,5,8,2015,5
304,19,1,2699,2,4,2014,7
120,64,10,1806,3,9,2023,6
185,215,7,2106,5,1,2011,5
420,9,3,2686,2,10,2008,6
77,98,8,2487,1,10,2003,7
413,29,7,1288,6,1,2019,4
200,16,2,962,1,3,2019,7
95,99,4,2202,6,2,2003,1
104,227,5,2824,1,6,2017,5
26,255,9,2934,3,3,2016,4
11,59,4,1848,3,4,2000,5
480,279,3,2837,5,5,2012,2
26,101,5,923,5,5,2019,6
96,82,5,306,3,6,2021,1
232,46,2,109,1,3,2022,2
246,199,4,119,2,1,2002,7
66,197,6,1850,6,8,2014,2
255,286,9,356,4,1,2012,6
244,5,10,1951,4,3,2000,2
105,177,2,628,2,7,2020,6
287,173,5,1860,1,2,2000,7
185,262,7,1969,4,10,2009,4
30,119,5,214,2,3,2022,7
253,300,1,589,4,9,2017,4
241,233,8,1153,2,9,2022,6
195,158,2,1737,4,2,2011,1
324,75,4,108,4,4,2006,6
414,30,10,1597,1,7,2012,3
457,213,7,351,1,2,2021,7
24,5,6,2546,5,10,2021,2
268,79,10,2552,5,5,2018,7
4,131,8,914,3,2,2005,1
466,33,2,158,3,2,2003,2
78,68,7,1788,3,5,2009,3
183,272,1,1090,5,3,2019,1
446,219,4,848,2,3,2015,2
41,55,2,2648,2,5,2014,7
384,34,4,1778,6,6,2023,2
457,178,2,1794,4,1,2019,5
437,93,1,1196,4,1,2012,7
45,43,1,1998,6,10,2009,3
495,281,9,244,6,7,2003,3
203,145,6,2374,6,2,2009,5
453,194,9,2157,5,3,2013,5
474,297,9,2031,2,10,2012,6
43,255,2,2376,1,8,2004,4
73,244,1,1275,2,4,2015,7
287,256,4,2814,3,10,2015,3
